Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Certified Kubernetes Administrator (CKA) Exam Tips (2020),"Kubernetes adoption is exploding; certification is the best way to establish your credibility and value in today's competitive job market. Certified Kubernetes Administrator (CKA) is the most popular options available. This credential—offered by the Linux Foundation—is among the most esteemed certifications for DevOps engineers and IT professionals who are developing and supporting cloud-native applications for Kubernetes. In this course, you can explore the benefits of CKA certification and the topics covered in each of the exam's ten domains. Instructor David Davis also provides study tips to help you be more effective at this proctored, performance-based exam.<br><br>As part of our relationship with The Linux Foundation, we’re able to offer certification candidates a 25% discount on exam vouchers. Candidates can use the discount code “LILEARN25” and sign up <a href=""https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/"" target=""_blank"">here</a>. No restrictions apply.",Course,2021-05-03 17:36 UTC,N/A,false,N/A,
Anthropic Claude Certified Architect Foundations (CCAR-F) Cert Prep,"Gain the foundational skills required to become a Claude Certified Architect. Begin with exploring agentic architecture and orchestration, which forms the backbone of robust AI systems. Learn how to design tools and integrate MCP effectively, ensuring reliable and scalable system functionality. Get insights into Claude code configuration and workflows to optimize operational efficiency. Discover prompt engineering techniques for structured outputs that enhance AI responses. Note context management strategies to maintain system reliability even in complex scenarios. This course is well-suited technical professionals seeking to deepen expertise and those preparing for a certification exam. By the end of this course, you'll be more equipped to orchestrate AI systems confidently, ensuring both reliability and advanced functionality.",Course,2026-07-13 15:47 UTC,N/A,false,N/A,
Excel para principiantes: Análisis de datos (365/2019),"En este curso de Excel 2019 para principiantes sobre análisis de datos, aprenderás a convertir simples listas de datos en tablas profesionales, en las que podrás agregar filas y columnas sin necesidad de redimensionar el rango, y en las que aprenderás a resaltar los datos duplicados con un solo clic de ratón. Vamos a enseñarte todos los secretos de la tan utilizada función de Excel BuscarV, que nos permite cruzar datos de dos hojas de cálculo. También, con la función Si.Error de Excel, veremos cómo controlar los posibles errores que puede producir BuscarV si el dato que buscas no existe. Descubre todo lo que necesitas para analizar y buscar información de modo eficiente en una tabla de Excel.",Course,N/A,N/A,true,N/A,
Excel para principiantes: Tablas dinámicas (365/2019),"En este curso de Excel para principiantes aprenderás a crear tus primeras tablas dinámicas. Esta poderosa herramienta de Excel hace que ahorres muchísimo tiempo a la hora de completar tareas para las que normalmente aplicas fórmulas complicadas. El curso se divide en dos bloques. Primero veremos cómo crear una tabla y las áreas donde colocar cada uno de los campos. A continuación, veremos cómo filtrar y ordenar la información y dar formato al informe. Finalmente, aprenderás a utilizar los filtros rápidos mediante botones, lo que conocemos como segmentación de datos, y por supuesto a utilizar la línea de tiempo, que te ahorrará mucho trabajo al filtrar por campos de fecha.",Course,2020-10-07 00:34 UTC,N/A,false,N/A,
CISSP Cert Prep (2021): 3 Security Architecture and Engineering,"Certified Information Systems Security Professional (CISSP) is the gold standard in IT security certification. Prepare for domain three of the exam—Security Architecture and Engineering—in this installment of <i>CISSP Cert Prep</i>. Security engineering ensures systems are designed to deal with all sorts of risks and disruptions, from hackers and database meltdowns to electrical outages. In this course, security expert Mike Chapple covers everything you need to know to balance business needs with security risks and design more secure systems. He covers cloud computing, as well as hardware and web security; server vulnerabilities; smart device security; and physical security, such as site design and monitoring. Plus, get a deep dive into cryptography, one of the most powerful tools that IT pros can use to secure data and accounts.<br><br>Find the companion study books at the <a href=""http://www.wiley.com/WileyCDA/Section/id-827755.html"" target=""_blank"">Sybex test prep site</a> and review the complete CISSP Body of Knowledge at <a href=""https://www.isc2.org/cissp-domains/default.aspx"" target=""_blank"">https://www.isc2.org/cissp-domains/default.aspx</a>. You can also join Mike's free study group at <a href=""https://www.certmike.com"" target=""_blank"">certmike.com</a>.",Course,2021-08-03 12:11 UTC,N/A,false,N/A,
Fundamentos de Fintech o finanza tecnológica,"Crowdfunding, crowdlending, Blockchain Wallet y InsurTech son conceptos que forman parte de la terminología Fintech. El objetivo de este curso es que entiendas el nuevo entorno competitivo del ecosistema Fintech. Veremos las propuestas y líneas de actividad de estas nuevas empresas tecnológico-financieras que se orientan hacia la mejora de la experiencia del cliente, porque Fintech es algo más que tecnología. Es una mentalidad.
Voy a ayudarte a entender qué está pasando en uno de los sectores con mayor repercusión financiera y que más va a cambiar en los próximos años. Aunque no tengamos responsabilidad empresarial, seremos partes interesadas en este cambio.",Course,2021-04-27 13:09 UTC,N/A,false,N/A,
"Intermediate Jenkins: Automate, Integrate, and Secure CI/CD Workflows at Scale","This intermediate course empowers you to take your CI/CD management skills to the next level with Jenkins. Discover how to set up and configure Jenkins pipelines using declarative syntax and conditional logic. Learn to integrate Jenkins with version control systems like GitHub to automate your workflows. Enhance automation with distributed builds using agents and Docker containers, ensuring scalable implementation. Gain insights into managing artifacts and publishing test results efficiently. Secure your Jenkins environment with user accounts, project-based permissions, and secrets management to safeguard sensitive data. Ideal for DevOps practitioners, application developers, and technical professionals seeking a more robust DevOps automation platform, this course enables you to deploy, operate, and maintain production-ready CI/CD systems using Jenkins.",Course,2026-03-25 13:10 UTC,N/A,false,N/A,
Dapr para desarrollo .NET esencial,"Descubre las principales ventajas que obtenemos con Dapr, sus diferentes building blocks y por qué es necesario este tipo de tecnologías cuando diseñamos y construimos microservicios. Durante el contenido, recibirás una introducción a Dapr, los retos a los que nos enfrentamos cuando creamos microservicios, el patrón de diseño Sidecar y los componentes principales del framework. Después pasarás a preparar el ambiente de desarrollo y, con un proyecto práctico, aprenderás sobre cada uno de los building blocks de Dapr.",Course,2022-06-28 17:53 UTC,N/A,false,N/A,
Fundamentos de la programación: Diseño orientado a objetos,"Amplía y expande tu acervo de conocimientos sobre programación introduciéndote en el diseño orientado a objetos (DOO). Al terminar este contenido, serás capaz de desarrollar aplicaciones algo más avanzadas y conseguirás nuevas habilidades de diseño de software. En el curso se definen las clases y objetos con este  paradigma, aprenderás conceptos como el encapsulamiento, la herencia o el polimorfismo, entre otros, todo empezando desde cero y sin necesidad de que tengas conocimientos previos.",Course,2022-06-06 04:50 UTC,N/A,false,N/A,
Nano Tips for Saying No at Work with Melody Wilding,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, join professor, author, and executive coach Melody Wilding as she shares practical strategies and scripts for setting boundaries at work respectfully—and without feeling guilty. Melody offers tips for pushing back on unrealistic deadlines, declining meetings, and more. Learn how to pose questions to assess the urgency of requests, leverage the conditional yes technique, use the trade-off approach, present a positive no, defer requests, respond to pushback, and say no even if you work in an always-on environment. By the end of this course, you’ll also be prepared to avoid common mistakes such as overexplaining and undermining yourself when setting limits.",Course,2026-06-13 12:09 UTC,N/A,false,N/A,
